Job Title,Company Name,Location,Publication Date,Categories,Experience Level,Job Link,Full/Part Time
"Senior Architect, Falcon Complete Logscale (Remote, GBR)",CrowdStrike,Flexible / Remote,2024-02-10T23:55:47Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/senior-architect-falcon-complete-logscale-remote-gbr,
Strategic Enterprise Development Representative Nordics,Atlassian,"Flexible / Remote, London, United Kingdom",2024-02-01T23:59:09Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/atlassian/strategic-enterprise-development-representative-nordics,
Knowledge Management Engineer,Leidos,"Stuttgart, Germany",2024-01-29T23:47:20Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/leidos/knowledge-management-engineer,
"Backend Engineer, AI Powered: Custom Models",GitLab,Flexible / Remote,2024-02-06T23:08:43Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/gitlab/backend-engineer-ai-powered-custom-models,
"Analyst I, Falcon Complete (Remote)",CrowdStrike,Flexible / Remote,2024-02-09T00:00:21Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/crowdstrike/analyst-i-falcon-complete-remote-786af2,
Commercial Lines Pricing Indications Actuary,Nationwide Insurance,Flexible / Remote,2022-01-27T23:03:02Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/nationwideinsurance/commercial-lines-pricing-indications-actuary,
Machine Learning Engineer II,Abnormal Security,Flexible / Remote,2024-02-05T23:08:46Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/abnormalsecurity/machine-learning-engineer-ii-b7f4c0,
Remote Data Engineer (Azure Synapse),Atos,"Flexible / Remote, Timişoara, Romania",2023-09-27T01:05:46Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/atos/remote-data-engineer-azure-synapse,
IT Consultant (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Berlin, Germany",2024-02-11T23:04:42Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/it-consultant-mfd-bcg-platinion,
EMEA PLM Implementation Consultant (Remote),Siemens Digital Industries Software,"Flexible / Remote, Wroclaw, Poland",2024-02-08T10:52:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/emea-plm-implementation-consultant-remote-229bb6,
Senior Data Engineer - Capital One Software,Capital One,"Flexible / Remote, McLean, VA",2024-01-30T01:31:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/capitalone/senior-data-engineer-capital-one-software,
Senior Financial Reporting Professional,Humana,Flexible / Remote,2024-02-07T12:43:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/senior-financial-reporting-professional-5cdd8d,
"Threat Analyst, Machine Learning Operations and Response (Remote, ROU)",CrowdStrike,Flexible / Remote,2024-01-09T00:15:32Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/crowdstrike/threat-analyst-machine-learning-operations-and-response-remote-rou,
Data Scientist,PayPal,Flexible / Remote,2022-01-28T11:15:19Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/paypal/data-scientist-a5cdf4,
Reinsurance Reserving Actuary,Nationwide Insurance,Flexible / Remote,2021-11-25T23:04:07Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/nationwideinsurance/reinsurance-reserving-actuary,
"Senior Associate, Payment Operations",Maven Clinic,Flexible / Remote,2024-02-07T10:08:15Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/mavenclinic/senior-associate-payment-operations-170395,
Technical Administrator,State Farm,"Bloomington, IL, Flexible / Remote, Richardson, TX, Roswell, GA, Tempe, AZ",2024-02-08T13:00:25Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/statefarm/technical-administrator-ff82eb,
Staff Machine Learning Engineer,Zendesk,Flexible / Remote,2024-01-31T23:09:49Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/zendesk/staff-machine-learning-engineer-229bf7,
Deal Desk Analyst,Appian,Flexible / Remote,2024-02-06T10:47:08Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/appian/deal-desk-analyst,
Project Support Coordinator,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:51Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-9f1d7b,
"Lead Incident Responder, CSIRT",Salesforce,Flexible / Remote,2024-02-02T20:00:14Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/salesforce/lead-incident-responder-csirt-143e1f,
Data Scientist/Senior Data Scientist ,Coinbase,Flexible / Remote,2024-01-12T23:08:39Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/coinbase/data-scientistsenior-data-scientist,
EMEA PLM Implementation Consultant (Remote),Siemens Digital Industries Software,"Flexible / Remote, Szczecin, Poland",2024-02-08T10:52:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/emea-plm-implementation-consultant-remote-7ab279,
Senior Engineer - Python/Data/Machine Learning,Zendesk,Flexible / Remote,2023-11-08T23:09:24Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/senior-engineer-pythondatamachine-learning-8c9da4,
Associate Lead - Talent Acquisition (m/f/d),Infosys,"Frankfurt, Germany",2023-12-26T23:29:12Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/infosys/associate-lead-talent-acquisition-mfd,
"Information Security Risk Analyst, Hybrid - Jersey City, NJ/Tempe, AZ/ Irving, TX",MUFG,"Flexible / Remote, Jersey City, NJ",2023-03-23T11:47:16Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/mufg/information-security-risk-analyst-hybrid-jersey-city-njtempe-az-irving-tx,
Junior Data Center Engineer - Critical Facilities (m/w/d),"Equinix, Inc","Frankfurt, Germany",2024-02-08T10:38:53Z,Data and Analytics,Entry Level,https://www.themuse.com/jobs/equinixinc/junior-data-center-engineer-critical-facilities-mwd,
Senior IT Architect (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Frankfurt, Germany",2024-02-11T23:04:42Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/senior-it-architect-mfd-bcg-platinion-eedd3d,
"Transport Data Analyst, UK (Citymapper)",Via,"Berlin, Germany, London, United Kingdom, Sofia, Bulgaria",2023-11-23T23:03:05Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/via/transport-data-analyst-uk-citymapper,
Kundenberater*in / Verkaufsberater*in mit überregionalem Einsatzgebiet (m/w/d) in der Autovermietung,Avis,"Karlsruhe, Germany",2023-11-24T11:52:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/avis/kundenberaterin-verkaufsberaterin-mit-uberregionalem-einsatzgebiet-mwd-in-der-autovermietung-b668fe,
Nurse Case Manager,Cencora,Flexible / Remote,2024-01-22T23:31:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cencora/nurse-case-manager-5b1aa9,
Security Analyst (Weekend),Abnormal Security,Flexible / Remote,2023-11-28T23:08:40Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/abnormalsecurity/security-analyst-weekend-b25ae2,
e-Business Analyst (SEO/SEM) - Team Lead,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:33Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/ebusiness-analyst-seosem-team-lead-d217eb,
Kundenberater*in / Verkaufsberater*in (m/w/d) in der Autovermietung,Avis,"Hamburg, Germany",2024-01-19T11:39:09Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/avis/kundenberaterin-verkaufsberaterin-mwd-in-der-autovermietung-c82e3d,
Business Intelligence Engineer - Costa Rica,World Wide Technology,Flexible / Remote,2024-02-09T23:15:30Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/worldwidetechnology/business-intelligence-engineer-costa-rica,
Data Specialist,Wiser,Flexible / Remote,2022-11-17T23:03:41Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/wiser/data-specialist,
DevOps Manager- Virtual,Alight Solutions LLC,"Flexible / Remote, Peoria, IL",2024-02-02T23:28:06Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/alightsolutionsllc/devops-manager-virtual,
Audit Project Leader,BNY Mellon,"Frankfurt, Germany",2023-06-13T23:14:36Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/bnymellon/audit-project-leader-9bffb8,
CDI - FSE - Ingénieur(e) intervention SAV - Marine (H/F),GE Vernova,Flexible / Remote,2024-02-09T23:07:13Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/gevernova/cdi-fse-ingenieure-intervention-sav-marine-hf,
Project Support Coordinator II,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:32Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-ii-d380fb,
Partner Data Cloud & AI Solutions - Technical Architect,Salesforce,Flexible / Remote,2024-02-10T00:22:41Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/salesforce/partner-data-cloud-ai-solutions-technical-architect,
"Security Assessment and Remediation, Vice President",MUFG,"Flexible / Remote, Sacramento, CA",2023-03-19T11:39:33Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/mufg/security-assessment-and-remediation-vice-president,
"Sr. Intelligence Analyst - Targeted Intrusion, China Mission (Remote)",CrowdStrike,Flexible / Remote,2023-12-11T23:41:45Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-intelligence-analyst-targeted-intrusion-china-mission-remote,
Kundenberater*in / Verkaufsberater*in (m/w/d) in der Autovermietung,Avis,"Berlin, Germany",2024-01-19T11:39:09Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/avis/kundenberaterin-verkaufsberaterin-mwd-in-der-autovermietung-feef79,
General Manager (m/w/d),Via,"Berlin, Germany, Frankfurt, Germany, Griesheim, Germany",2024-01-23T10:03:44Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/via/general-manager-mwd,
Technical Program Manager ,Coinbase,Flexible / Remote,2024-02-07T23:09:18Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/coinbase/technical-program-manager-145a5a,
"Actuarial Sr Analyst, Pricing",Nationwide Insurance,Flexible / Remote,2022-01-27T23:03:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/nationwideinsurance/actuarial-sr-analyst-pricing,
Senior FP&A Analyst,Leidos,Flexible / Remote,2024-02-07T23:18:06Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/leidos/senior-fpa-analyst,
IT Consultant (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Frankfurt, Germany",2024-02-11T23:04:42Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/it-consultant-mfd-bcg-platinion-4946e4,
IT License & Contract Manager (m/w/d) - REF17653S,Continental,"Hannover, Germany",2023-11-22T23:57:38Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/continental/it-license-contract-manager-mwd-ref17653s-29f370,
Global Demand Planner Two Wheel Tires (m/w/d) - limited to 1 year - REF44721Q,Continental,"Hannover, Germany",2023-12-19T10:34:39Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/continental/global-demand-planner-two-wheel-tires-mwd-limited-to-1-year-ref44721q,
Principal Solutions Principal (S9),Dell Technologies,"Flexible / Remote, Zurich, Switzerland",2024-02-09T10:24:26Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/delltechnologies/principal-solutions-principal-s9-900f06,
Project Support Coordinator,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:33Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-6b22c1,
"Sustainability Program Leader, CRG (EMEA)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/sustainability-program-leader-crg-emea-fd6969,
Arity - Geospatial Data Scientist Expert - Remote,Allstate,"Chicago, IL, Flexible / Remote",2024-01-22T11:20:09Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/allstate/arity-geospatial-data-scientist-expert-remote-d7e540,
"PCB Electronic Data Management (EDM) Consultant - (Onsite in Seattle, WA)",Siemens Digital Industries Software,"Flexible / Remote, Seattle, WA",2024-01-30T00:00:18Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/pcb-electronic-data-management-edm-consultant-onsite-in-seattle-wa,
"Director II, Data Science Fundamentals & Responsible AI",Liberty Mutual Insurance,"Boston, MA, Flexible / Remote, Seattle, WA",2024-01-13T01:24:24Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/libertymutualinsurance/director-ii-data-science-fundamentals-responsible-ai-5c3940,
Data mapping analyst,New York Life,Flexible / Remote,2024-01-31T12:53:21Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/newyorklife/data-mapping-analyst,
"Sr. Manager, Data Scientist - Biopharma",Pfizer,"Boulder, CO, Collegeville, PA, Flexible / Remote, Lake Forest, IL, New York, NY, San Francisco, CA",2024-02-03T10:43:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pfizer/sr-manager-data-scientist-biopharma,
Lead Data Analyst - Finance Operations,Pinterest,"Flexible / Remote, San Francisco, CA",2024-01-09T10:07:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pinterest/lead-data-analyst-finance-operations,
EDA Data Science Senior Manager,Autodesk,Flexible / Remote,2024-01-11T11:37:19Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/autodesk/eda-data-science-senior-manager,
"Staff Machine Learning Software Engineer, New Initiatives",Dropbox,Flexible / Remote,2024-01-09T12:15:06Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/dropbox/staff-machine-learning-software-engineer-new-initiatives,
Data Center Technician,CrowdStrike,"Frankfurt, Germany",2024-01-30T01:34:16Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/crowdstrike/data-center-technician-866d0e,
Production - Data Specialist,Broadridge,Flexible / Remote,2024-02-11T10:53:35Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/broadridge/production-data-specialist,
Administrative Assistant,Waters,"Frankfurt, Germany",2024-01-02T23:25:59Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/waters/administrative-assistant,
Sales Compensation Principal - Remote,Donnelley Financial,Flexible / Remote,2023-12-05T23:19:17Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/donnelleyfinancial/sales-compensation-principal-remote,
"Public Policy Associate, DACH",Airbnb,"Berlin, Germany",2024-02-02T23:04:11Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/airbnb/public-policy-associate-dach,
Housing Choice Voucher - Section 8 - Various Positions,CGI,Flexible / Remote,2024-01-03T10:27:07Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/cgi/housing-choice-voucher-section-8-various-positions,
Centralized Monitoring (CM) Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/centralized-monitoring-cm-analyst-i-0edb54,
Sr. Financial Systems Analyst,Ginkgo Bioworks,Flexible / Remote,2024-02-01T23:11:08Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/ginkgobioworks/sr-financial-systems-analyst,
Medical Analytics Impact & Outcomes Data Analyst,Pfizer,"Bothell, WA, Boulder, CO, Cambridge, MA, Collegeville, PA, Flexible / Remote, Groton, CT, La Jolla, CA, Lake Forest, IL, Montreal, Canada, New York, NY",2024-02-10T10:42:37Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pfizer/medical-analytics-impact-outcomes-data-analyst,
Prin IT Architect,Exelon,Flexible / Remote,2023-07-19T11:27:22Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/exelon/prin-it-architect-b0f6f4,
Principal Cybersecurity Specialist,Liberty Mutual Insurance,"Boston, MA, Flexible / Remote, Plano, TX, Portsmouth, NH",2024-01-31T00:14:09Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/libertymutualinsurance/principal-cybersecurity-specialist-824fe8,
DevOps Engineer (Data Platform),Zendesk,"Flexible / Remote, Krakow, Poland",2023-09-27T00:08:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/zendesk/devops-engineer-data-platform,
Staff Business Analytics Analyst,Gladly,Flexible / Remote,2024-02-07T23:06:54Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gladly/staff-business-analytics-analyst,
Senior Data Engineer,Atlassian,"Flexible / Remote, San Francisco, CA",2024-01-20T00:14:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/senior-data-engineer-812166,
Techniker (w/m/d) Rechenzentrum Infrastruktur,"Equinix, Inc","Munich, Germany",2024-01-12T10:31:38Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/equinixinc/techniker-wmd-rechenzentrum-infrastruktur,
"Consulting Partner - Industrial IoT, Data Analytics & AI (m/w/d)",Atos,Flexible / Remote,2023-09-14T10:36:21Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/atos/consulting-partner-industrial-iot-data-analytics-ai-mwd,
"Sr. Data Scientist - AI Assistant (Remote, ROU)",CrowdStrike,Flexible / Remote,2024-02-02T00:04:07Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-data-scientist-ai-assistant-remote-rou-5b68dd,
"Director, Enterprise Machine Learning",Zendesk,Flexible / Remote,2024-01-25T23:18:25Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/director-enterprise-machine-learning,
"Lead Engineer, Warehouse Design - Remote",GXO,Flexible / Remote,2024-02-06T10:40:26Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gxo/lead-engineer-warehouse-design-remote-771a93,
Arity - Lead Data Analytics Engineer - Remote,Allstate,"Chicago, IL, Flexible / Remote",2024-01-22T11:20:09Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/allstate/arity-lead-data-analytics-engineer-remote-298cb5,
Ingénieur Protection & Contrôle On site or Remote,GE Vernova,"Flexible / Remote, Montreal, Canada",2024-02-09T23:07:14Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/gevernova/ingenieur-protection-controle-on-site-or-remote,
AI Sales Specialist,Zendesk,Flexible / Remote,2024-01-30T23:08:47Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/ai-sales-specialist-959226,
Principal Business Information Analyst - Performance Measures,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:51Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/principal-business-information-analyst-performance-measures-3700d9,
Staff Data Engineer,Zendesk,Flexible / Remote,2024-01-31T23:09:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/staff-data-engineer-218c33,
Supplier Quality Auditor,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/supplier-quality-auditor-46926f,
Data Engineering Managing Director,West Monroe,"Chicago, IL, Flexible / Remote",2023-12-19T23:01:21Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/westmonroe/data-engineering-managing-director-438fc6,
Business Architecture Manager - Token Consumption Analytics,Autodesk,Flexible / Remote,2024-01-27T11:30:14Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/autodesk/business-architecture-manager-token-consumption-analytics,
Member and Provider Business Implementation Associate,Oscar Health,"Flexible / Remote, Tempe, AZ",2024-02-01T23:06:22Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/oscarhealth/member-and-provider-business-implementation-associate,
Country Trial Manager,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/country-trial-manager-d110f3,
Senior WFM Specialist,New York Life,Flexible / Remote,2024-02-09T12:52:22Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/newyorklife/senior-wfm-specialist,
Senior Data Engineer (German Speaker),Publicis Sapient,"Cologne, Germany",2024-02-07T23:27:59Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/publicissapient/senior-data-engineer-german-speaker-f0c248,
AI Sales Specialist,Zendesk,"Berlin, Germany",2024-02-01T23:09:25Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/ai-sales-specialist-11f15e,
Representante de Salud Especialidad - CDMX,Pfizer,Flexible / Remote,2024-01-30T10:48:08Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/pfizer/representante-de-salud-especialidad-cdmx-fa8bbb,
Lead QA Analyst - Echtra Games,Zynga,"Flexible / Remote, Toronto, Canada",2023-12-05T23:07:40Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zynga/lead-qa-analyst-echtra-games,
"Manager, Data Science, Cloud Operations Products",Atlassian,"Austin, TX, Flexible / Remote, New York, NY",2024-01-13T00:50:54Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/manager-data-science-cloud-operations-products,
"Learning Strategist - Tech/Professional Services, Support Enablement",KeepTruckin,Flexible / Remote,2022-04-08T23:13:02Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/keeptruckin/learning-strategist-techprofessional-services-support-enablement,
Customer Journey & Marketing ,Bombas,Flexible / Remote,2024-01-29T23:06:21Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/bombas/customer-journey-marketing,
Associate Data Manager - Labs,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/associate-data-manager-labs-dc2c13,
Dutch EMEA,Alight Solutions LLC,Flexible / Remote,2023-07-25T23:19:59Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/alightsolutionsllc/dutch-emea,
"Sr. Analyst, Business Insights",Nationwide Insurance,Flexible / Remote,2021-11-25T23:04:07Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/nationwideinsurance/sr-analyst-business-insights-4746dc,
Infirmière/Infirmier gestionnaire de cas bilingue/Bilingual Nurse Case Manager- 12-Month Contract,Cencora,Flexible / Remote,2024-02-08T23:17:18Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cencora/infirmiereinfirmier-gestionnaire-de-cas-bilinguebilingual-nurse-case-manager-12month-contract,
Lead/Advanced Character Artist,Warner Bros. Discovery,Flexible / Remote,2024-02-11T00:01:12Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/warnerbrosdiscovery/leadadvanced-character-artist,
Fraud & Identity Specialist (Contract),Instacart,Flexible / Remote,2024-01-05T12:27:42Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/instacart/fraud-identity-specialist-contract,
Senior Legal Export Control Expert - REF44411I,Continental,"Hannover, Germany",2024-01-04T10:33:43Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/continental/senior-legal-export-control-expert-ref44411i,
Solutions Architect - IT Logistics,World Wide Technology,Flexible / Remote,2024-02-06T23:12:26Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/worldwidetechnology/solutions-architect-it-logistics,
Team Lead - IT Supply Chain - COSTA RICA,World Wide Technology,Flexible / Remote,2023-12-20T23:34:23Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/worldwidetechnology/team-lead-it-supply-chain-costa-rica,
"IT Sourcing Manager (Network & Telecom), Europe",GE Vernova,Flexible / Remote,2024-02-09T23:07:15Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/gevernova/it-sourcing-manager-network-telecom-europe,
"Operations Associate, Claims Platform",Oscar Health,"Flexible / Remote, New York, NY",2024-02-07T23:07:04Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/oscarhealth/operations-associate-claims-platform,
EMEA PLM Implementation Consultant (Remote),Siemens Digital Industries Software,"Flexible / Remote, Gdańsk, Poland",2024-02-08T10:52:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/emea-plm-implementation-consultant-remote-6214fc,
"Senior Associate Consultant AD (m/f/d), Germany",Infosys,"Stuttgart, Germany",2024-02-02T23:10:44Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/infosys/senior-associate-consultant-ad-mfd-germany,
"VP, Centralized Monitoring (EMEA)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/vp-centralized-monitoring-emea,
Project Support Coordinator,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-970071,
Senior Capacity Planner,Ensono,Flexible / Remote,2023-10-20T01:05:23Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/ensono/senior-capacity-planner,
Sr Clin Data Assoc,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:32Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/sr-clin-data-assoc-b4d2ff,
Senior Business Intelligence Engineer,Humana,Flexible / Remote,2024-01-19T12:33:12Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/senior-business-intelligence-engineer-a13b89,
Technology Consultant,Adobe,"Flexible / Remote, Ottawa, Canada",2023-10-27T10:59:29Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/adobe/technology-consultant-e38e4d,
Enterprise Architect (Remote),Stord,Flexible / Remote,2023-08-10T23:01:27Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/stord/enterprise-architect-remote-13c4ad,
"Sr Analyst, Product Analysis, Business Lines Package & Specialty Delivery Monitoring",Liberty Mutual Insurance,"Boston, MA, Flexible / Remote, Seattle, WA",2024-02-02T00:20:35Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/libertymutualinsurance/sr-analyst-product-analysis-business-lines-package-specialty-delivery-monitoring,
Senior Database Engineer,Zendesk,"Flexible / Remote, Krakow, Poland",2023-12-04T23:09:15Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/senior-database-engineer,
Senior Compliance Professional,Humana,Flexible / Remote,2023-12-29T12:27:45Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/senior-compliance-professional-e3d3ec,
Senior Associate Consultant - Exchange (m/f/d),Infosys,"Frankfurt, Germany",2024-02-05T23:10:02Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/infosys/senior-associate-consultant-exchange-mfd,
Technical Support Engineer III (Data Security),Forcepoint,Flexible / Remote,2024-01-24T10:56:35Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/forcepoint/technical-support-engineer-iii-data-security-ee026a,
"GRC Continuous Control Monitoring (CCM) Lead - Consultant, Risk Mgmt. Compliance",Nationwide Insurance,Flexible / Remote,2022-01-27T23:03:01Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/nationwideinsurance/grc-continuous-control-monitoring-ccm-lead-consultant-risk-mgmt-compliance,
Associate Customer Experience Manager,Zendesk,Flexible / Remote,2024-01-20T23:18:18Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/associate-customer-experience-manager-76093e,
Technology Strategist (Remote),CrowdStrike,Flexible / Remote,2024-01-12T00:30:34Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/crowdstrike/technology-strategist-remote-2023bd,
Cyber Security Analyst,Leidos,"Stuttgart, Germany",2023-12-28T23:34:06Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/leidos/cyber-security-analyst-c5ac57,
Centralized Monitoring (CM) Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/centralized-monitoring-cm-analyst-i-673745,
