Job Title,Company Name,Location,Publication Date,Categories,Experience Level,Job Link,Full/Part Time
Principal Consultant Data Science (m/f/diverse) - REF30349P,Continental,"Hannover, Germany",2024-01-27T10:46:09Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/continental/principal-consultant-data-science-mfdiverse-ref30349p,
 Internal Audit Specialist ,NEXT Insurance,Flexible / Remote,2024-01-30T23:07:47Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/nextinsurance/internal-audit-specialist-199243,
Data Architect,hims & hers,Flexible / Remote,2023-12-07T23:02:02Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/himshers/data-architect,
FX Trade Service Settlements - Assistant Vice President,Deutsche Bank,"Flexible / Remote, Jacksonville, FL",2024-02-11T12:26:21Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/deutschebank/fx-trade-service-settlements-assistant-vice-president,
Clin Ops Delivery Specialist I (RSM-C),Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:32Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/clin-ops-delivery-specialist-i-rsmc,
Process Intelligence Lead Consultant (Remote - Home Based Worker),Allstate,"Chicago, IL, Flexible / Remote",2024-01-26T00:07:07Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/allstate/process-intelligence-lead-consultant-remote-home-based-worker,
"Senior Product Designer, Central AI",Atlassian,"Flexible / Remote, Sydney, Australia",2024-02-03T00:03:28Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/senior-product-designer-central-ai,
Machine Learning Scientist,Zendesk,Flexible / Remote,2023-12-19T23:27:41Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/zendesk/machine-learning-scientist-73cf6b,
"Staff Machine Learning Engineer, Applied Science (Recommendation Systems)",Pinterest,"Flexible / Remote, San Francisco, CA",2024-01-27T10:21:26Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pinterest/staff-machine-learning-engineer-applied-science-recommendation-systems-e5bf30,
"IT Audit Manager, Assistant Vice President, Hybrid (m/f/d)",State Street,"Frankfurt, Germany, Munich, Germany",2023-10-26T01:53:07Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/statestreet/it-audit-manager-assistant-vice-president-hybrid-mfd-d3054f,
Product Manager - Sales Support AI and Automation,Atlassian,Flexible / Remote,2024-02-01T23:59:09Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/product-manager-sales-support-ai-and-automation,
"Staff Data Engineer, Data Platform",Mural,Flexible / Remote,2024-01-27T10:01:51Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/mural/staff-data-engineer-data-platform,
Radiology Data Annotator (Tumor Contour),Atos,"Flexible / Remote, Irving, TX",2023-09-27T01:05:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/atos/radiology-data-annotator-tumor-contour,
CDL Class A Delivery Driver - Cheyenne,US Foods,"Casper, WY, Flexible / Remote",2024-02-09T10:37:40Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/usfoods/cdl-class-a-delivery-driver-cheyenne,
"Medical Analytics, Care Gaps & Customer Segmentation Team, Data Scientist",Pfizer,"Bothell, WA, Boulder, CO, Cambridge, MA, Collegeville, PA, Flexible / Remote, Groton, CT, La Jolla, CA, Lake Forest, IL, Montreal, Canada, New York, NY",2024-02-10T10:42:37Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pfizer/medical-analytics-care-gaps-customer-segmentation-team-data-scientist,
"VP, Centralized Monitoring (EMEA)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/vp-centralized-monitoring-emea-7d2858,
Assistant CRA - Paris or Nantes,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:50Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/assistant-cra-paris-or-nantes-b4e601,
"VP, Centralized Monitoring (EMEA)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/vp-centralized-monitoring-emea-a63df1,
"Engineering Manager, AI Powered: Duo Chat",GitLab,Flexible / Remote,2024-01-19T23:09:05Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gitlab/engineering-manager-ai-powered-duo-chat,
Senior Machine Learning Systems Engineer,Atlassian,"Flexible / Remote, Sydney, Australia",2024-02-09T23:55:58Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/senior-machine-learning-systems-engineer,
Salesforce CPQ Senior Manager,PwC,"Albany, NY, Baltimore, MD, Birmingham, AL, Boston, MA, Buffalo, NY, Charlotte, NC, Chicago, IL, Cincinnati, OH, Cleveland, OH, Columbia, SC, Columbus, OH, Dallas, TX, Darien, CT, Denver, CO, Des Moines, IA, Detroit, MI, Fayetteville, AR, Flexible / Remote, Florham Park, NJ, Grand Rapids, MI, Greensboro, NC, Hartford, CT, Houston, TX, Indianapolis, IN, Irvine, CA, Jacksonville, FL, Kansas City, MO, Las Vegas, NV, Little Rock, AR, Los Angeles, CA, Louisville, KY, Melville, NY, Miami, FL, Milwaukee, WI, Minneapolis, MN, Nashville, TN, New Orleans, LA, New York, NY, Oklahoma City, OK, Philadelphia, PA, Phoenix, AZ, Pittsburgh, PA, Portland, OR, Raleigh, NC, Richmond, VA, Rochester, MA, Rosemont, IL, Sacramento, CA, Salt Lake City, UT, San Antonio, TX, San Diego, CA, San Francisco, CA, Seattle, WA, Silicon Valley, CA, Spartanburg, SC, Tampa, FL, Toledo, OH, Tulsa, OK, Washington, DC, Waterbury, VT",2023-12-22T12:58:02Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/pwc/salesforce-cpq-senior-manager-bff567,
Media Analytics Manager,Instacart,Flexible / Remote,2024-01-24T12:30:06Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/instacart/media-analytics-manager-068a79,
Customer Solutions Consultant,Ada,Flexible / Remote,2023-08-27T10:01:13Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/ada/customer-solutions-consultant,
AI Sales Specialist,Zendesk,Flexible / Remote,2024-01-26T23:18:29Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/ai-sales-specialist,
Senior Lead Engineer - Generative AI Infrastructure (Remote Eligible),Capital One,"Atlanta, GA, Cambridge, MA, Chicago, IL, Flexible / Remote, McLean, VA, New York, NY, Plano, TX, Richmond, VA, San Francisco, CA, Wilmington, DE",2024-02-03T11:33:52Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/capitalone/senior-lead-engineer-generative-ai-infrastructure-remote-eligible,
Actuarial Pricing Consultant,Nationwide Insurance,Flexible / Remote,2022-01-27T23:03:01Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/nationwideinsurance/actuarial-pricing-consultant,
Lead Architect for Software Defined Vehicle (m/f/d) - REF9275S,Continental,"Frankfurt, Germany",2023-11-22T23:57:38Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/continental/lead-architect-for-software-defined-vehicle-mfd-ref9275s-a0df1c,
"Director I, Advanced Analytics- Liberty Specialty Markets",Liberty Mutual Insurance,"Boston, MA, Darien, CT, Flexible / Remote",2024-01-13T01:24:24Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/libertymutualinsurance/director-i-advanced-analytics-liberty-specialty-markets-2b98cc,
Business Analyst - Digital Velocity,CDW,Flexible / Remote,2024-02-11T10:34:21Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cdw/business-analyst-digital-velocity,
"Director, Revenue Strategy & Intelligence",Dropbox,Flexible / Remote,2023-11-07T12:50:26Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/dropbox/director-revenue-strategy-intelligence-9e52a3,
Data Analyst,Color Of Change,Flexible / Remote,2023-03-10T23:23:48Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/colorofchange/data-analyst,
"VP, Centralized Monitoring (EMEA)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/vp-centralized-monitoring-emea-282bfe,
Sr. Intelligence Analyst - Crypto eCrime (Remote),CrowdStrike,Flexible / Remote,2023-12-28T00:21:29Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-intelligence-analyst-crypto-ecrime-remote,
Senior Program Delivery Professional,Humana,Flexible / Remote,2024-01-27T12:31:19Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/senior-program-delivery-professional-e2c10e,
EMEA PLM Implementation Consultant (Remote),Siemens Digital Industries Software,"Flexible / Remote, Poznań, Poland",2024-02-08T10:52:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/emea-plm-implementation-consultant-remote-8f39b8,
Senior Social Insights Analyst (Contract),VaynerMedia,Flexible / Remote,2023-05-31T10:04:56Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/vaynermedia/senior-social-insights-analyst-contract,
Sr Digital Forensics Incident Responder (DFIR) - VIRTUAL!,Alight Solutions LLC,"Flexible / Remote, Peoria, IL",2024-01-25T23:41:54Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/alightsolutionsllc/sr-digital-forensics-incident-responder-dfir-virtual-fc6dc6,
AI Sales Specialist,Zendesk,Flexible / Remote,2024-01-30T23:08:47Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/ai-sales-specialist-1bdde7,
Technical Support Engineer III - (Data Security),Forcepoint,Flexible / Remote,2024-01-24T10:56:35Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/forcepoint/technical-support-engineer-iii-data-security-506a44,
Local Content Specialist: LatAm,Snap,Flexible / Remote,2021-11-25T23:12:20Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/snap/local-content-specialist-latam,
"Sr. Consultant, Red Team (Remote, GBR)",CrowdStrike,Flexible / Remote,2024-01-25T00:28:36Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-consultant-red-team-remote-gbr,
"Data Engineer, Product Analytics",Meta,Flexible / Remote,2024-02-11T00:03:15Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/meta/data-engineer-product-analytics-83b8cc,
Linux Technical Support - Remote,Sutherland,"Flexible / Remote, Louisville, KY",2023-12-02T12:25:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/sutherland/linux-technical-support-remote-7faa22,
Centralized Monitoring (CM) Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/centralized-monitoring-cm-analyst-i-3ac8a9,
Cloud Security Consultant Azure (m/f/d) - REF28743Q,Continental,"Hannover, Germany",2023-12-02T10:17:12Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/continental/cloud-security-consultant-azure-mfd-ref28743q-163631,
(Senior) Data Scientist,Instacart,Flexible / Remote,2024-02-09T12:43:38Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/instacart/senior-data-scientist-414c8c,
EMEA PLM Implementation Consultant (Remote),Siemens Digital Industries Software,"Flexible / Remote, Olsztyn, Poland",2024-02-08T10:52:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/emea-plm-implementation-consultant-remote-423077,
"Vaccines and Antiviral Field Medical, Hybrid Director, non-MD",Pfizer,Flexible / Remote,2024-02-06T10:52:09Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pfizer/vaccines-and-antiviral-field-medical-hybrid-director-nonmd,
"Assistant General Counsel, Employment",Robinhood,"Flexible / Remote, Menlo Park, CA, New York, NY, Washington, DC",2024-02-05T23:04:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/robinhood/assistant-general-counsel-employment-f8b505,
AI Thought Leader,Kinaxis,Flexible / Remote,2024-01-12T23:01:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/kinaxis/ai-thought-leader,
"Sr. Data Scientist, Performance Marketing",Pinterest,"Flexible / Remote, San Francisco, CA",2024-01-12T10:07:09Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pinterest/sr-data-scientist-performance-marketing,
NetSuite Functional Consultant - Manager,PwC,"Albany, NY, Atlanta, GA, Austin, TX, Baltimore, MD, Birmingham, AL, Boston, MA, Buffalo, NY, Charlotte, NC, Chicago, IL, Cincinnati, OH, Cleveland, OH, Columbia, SC, Columbus, OH, Dallas, TX, Darien, CT, Denver, CO, Des Moines, IA, Detroit, MI, Fayetteville, AR, Flexible / Remote, Florham Park, NJ, Fort Worth, TX, Grand Rapids, MI, Greensboro, NC, Hartford, CT, Houston, TX, Indianapolis, IN, Irvine, CA, Jacksonville, FL, Kansas City, MO, Las Vegas, NV, Little Rock, AR, Los Angeles, CA, Louisville, KY, Melville, NY, Milwaukee, WI, Minneapolis, MN, Nashville, TN, New Orleans, LA, New York, NY, Oklahoma City, OK, Orlando, FL, Philadelphia, PA, Pittsburgh, PA, Portland, OR, Raleigh, NC, Richmond, VA, Rochester, MA, Rosemont, IL, Sacramento, CA, Salt Lake City, UT, San Antonio, TX, San Diego, CA, San Francisco, CA, Seattle, WA, Silicon Valley, CA, Spartanburg, SC, Tampa, FL, Toledo, OH, Tulsa, OK, Washington, DC, Waterbury, VT",2023-12-20T12:43:31Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/pwc/netsuite-functional-consultant-manager,
Remote - Prima Web Analyst,Aramark,"Flexible / Remote, Philadelphia, PA",2024-01-29T23:41:37Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/aramark/remote-prima-web-analyst,
IT GRC Lead - Remote,Donnelley Financial,Flexible / Remote,2024-02-08T23:15:38Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/donnelleyfinancial/it-grc-lead-remote,
Principal Data & Analytics Consultant - Machine Learning/Artificial Intelligence (ML/AI) (m/f/d),EPAM Systems,"Cologne, Germany",2024-02-07T12:34:03Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/epamsystems/principal-data-analytics-consultant-machine-learningartificial-intelligence-mlai-mfd-9023c2,
Data Engineer,Sonatype,Flexible / Remote,2024-02-05T23:04:19Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/sonatype/data-engineer,
"Lead Sourcing Coordinator, Instant Quote",Xometry,Flexible / Remote,2021-04-21T23:08:02Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/xometry/lead-sourcing-coordinator-instant-quote,
Senior IT Consultant (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Frankfurt, Germany",2024-02-11T23:04:42Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/senior-it-consultant-mfd-bcg-platinion-58936b,
Cyber risk & Security Consulting Partner (M/F/D),Wipro,"Munich, Germany",2024-01-31T23:13:04Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/wipro/cyber-risk-security-consulting-partner-mfd-569faa,
"Director, Network Optimization (Virginia Medicaid)",Humana,Flexible / Remote,2024-02-10T12:27:54Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/director-network-optimization-virginia-medicaid,
Senior Distributed Systems / ML Engineer at Loom,Atlassian,"Austin, TX, Flexible / Remote, New York, NY, San Francisco, CA, Washington, DC",2024-02-07T23:58:55Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/senior-distributed-systems-ml-engineer-at-loom,
Principal Business Information Analyst - Performance Measures,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:51Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/principal-business-information-analyst-performance-measures-8c9d51,
Principal Machine Learning Engineer,Atlassian,"Flexible / Remote, San Francisco, CA",2024-02-03T23:54:00Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/principal-machine-learning-engineer-bb327b,
HPC AI Solution Architect (f/m/d),Intel,"Munich, Germany",2024-01-06T00:34:18Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/intel/hpc-ai-solution-architect-fmd,
EHS Leader - Supply Chain,GE Aerospace,"Blue Ash, OH, Flexible / Remote",2024-02-09T10:48:19Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/geaerospace/ehs-leader-supply-chain,
"Senior Associate Consultant AD (m/f/d), Germany",Infosys,"Stuttgart, Germany",2024-02-02T23:10:44Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/infosys/senior-associate-consultant-ad-mfd-germany-f6df63,
EMEA PLM Implementation Consultant (Remote),Siemens Digital Industries Software,"Flexible / Remote, Łódź, Poland",2024-02-08T10:52:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/emea-plm-implementation-consultant-remote-040d5a,
"Senior Data Engineer - Infrastructure, TIDAL",Square,"Berlin, Germany",2023-03-27T23:02:48Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/square/senior-data-engineer-infrastructure-tidal-0674c2,
Database Administrator - (TS/SCI) GovCloud,Salesforce,Flexible / Remote,2024-02-07T00:21:10Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/salesforce/database-administrator-tssci-govcloud,
Lead Engineer - Generative AI Product Engineering (Remote Eligible),Capital One,"Atlanta, GA, Boston, MA, Chicago, IL, Flexible / Remote, McLean, VA, New York, NY, Plano, TX, Richmond, VA, San Francisco, CA, Wilmington, DE",2024-02-03T11:33:52Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/capitalone/lead-engineer-generative-ai-product-engineering-remote-eligible-054fd7,
